Crime_ID,City,Date,Time,Crime_Type,Location,Latitude,Longitude,Crime_Severity,Police_Response_Time_Minutes,Resolved,Suspect_Arrested,Ride_Time,Cluster
1316,Mumbai,2024-02-12,07:33,Theft,Karol Bagh,23.58753601,73.61027019,10.0,5,0,0,15:51,-1
1317,Mumbai,2024-10-04,00:41,Assault,Karol Bagh,22.85517223,74.81789014,6.0,3,1,0,02:46,-1
1318,Mumbai,2024-05-11,21:16,Theft,Juhu,28.44695306,72.4596217,6.0,10,1,1,02:29,-1
1319,Mumbai,2023-03-24,09:48,Assault,Colaba,20.39198905,76.23544002,4.0,31,1,0,01:42,-1
1321,Mumbai,2024-03-23,01:04,Assault,Connaught Place,20.5626777,73.63600794,10.0,17,1,1,17:22,133
1324,Mumbai,2024-03-06,19:48,Theft,Andheri,23.78068419,77.00285585,9.0,8,1,1,16:35,-1
1329,Mumbai,2023-08-05,21:05,Assault,Lajpat Nagar,25.36162013,72.07282475,8.0,41,0,1,01:28,-1
1331,Mumbai,2023-06-11,11:44,Theft,Saket,20.17571713,75.86523289,4.0,41,0,1,19:01,-1
1332,Mumbai,2023-11-03,21:38,Theft,Karol Bagh,28.03221581,77.50915064,8.0,21,1,1,09:40,-1
1334,Mumbai,2024-04-08,18:16,Assault,Andheri,19.79583361,76.59114122,7.0,58,1,1,21:05,-1
1335,Mumbai,2023-06-09,23:53,Harassment,Dadar,27.64800936,75.58612218,8.0,35,0,1,07:34,-1
1336,Mumbai,2023-12-01,10:28,Fraud,Andheri,23.14644969,77.56207268,8.0,14,0,0,21:33,-1
1338,Mumbai,2024-03-14,15:23,Fraud,Karol Bagh,25.97156943,73.91457204,4.0,6,1,1,01:58,-1
1339,Mumbai,2024-07-12,15:19,Theft,Dwarka,28.68144489,77.32285199,9.0,16,0,1,03:06,134
1340,Mumbai,2024-02-27,15:20,Burglary,Colaba,28.7652886,72.29546641,10.0,23,0,1,08:52,135
1342,Mumbai,2023-03-15,06:14,Harassment,Connaught Place,28.54476006,72.49442661,8.0,42,1,1,13:31,-1
1349,Mumbai,2024-12-01,14:28,Theft,Dwarka,23.01527834,73.12080505,8.0,45,1,0,12:47,-1
1351,Mumbai,2024-03-02,23:48,Fraud,Dwarka,24.5355118,76.07615274,3.0,13,1,1,15:02,-1
1352,Mumbai,2023-06-07,12:26,Theft,Lajpat Nagar,24.11262627,74.92516542,9.0,49,0,0,18:09,-1
1354,Mumbai,2024-11-10,04:50,Fraud,Andheri,24.428504,75.93677283,5.0,20,0,0,13:19,25
1355,Mumbai,2024-04-04,10:24,Harassment,Andheri,20.96238077,77.0522327,10.0,55,1,1,10:04,136
1356,Mumbai,2023-07-19,20:09,Fraud,Connaught Place,24.64376365,76.32194566,6.0,31,1,0,15:55,-1
1357,Mumbai,2024-03-02,12:23,Theft,Andheri,27.95418409,76.97974751,6.0,9,0,0,14:48,-1
1359,Mumbai,2023-05-27,21:57,Assault,Bandra,27.67439942,77.33332764,9.0,8,1,1,04:42,137
1361,Mumbai,2023-04-06,18:11,Burglary,Colaba,21.79639612,72.08042889,8.0,37,0,1,00:16,138
1362,Mumbai,2024-02-16,06:06,Theft,Juhu,28.48292494,77.06034988,4.0,29,1,1,22:22,139
1364,Mumbai,2024-08-16,15:09,Harassment,Karol Bagh,21.13567966,75.93334918,5.0,35,1,0,14:32,-1
1365,Mumbai,2024-02-21,08:21,Burglary,Karol Bagh,20.435012,73.38861978,7.0,45,1,1,05:28,131
1366,Mumbai,2024-03-12,06:01,Fraud,Connaught Place,29.73165465,73.51046679,7.0,38,1,1,14:42,-1
1368,Mumbai,2024-01-09,05:19,Burglary,Karol Bagh,28.82559762,77.38698648,5.0,11,0,0,06:46,-1
1370,Mumbai,2023-05-19,07:12,Fraud,Connaught Place,24.95855506,76.95584202,8.0,35,0,1,19:58,-1
1373,Mumbai,2024-09-14,13:27,Theft,Lajpat Nagar,19.56326984,77.52162719,6.0,45,1,1,22:11,-1
1374,Mumbai,2023-09-02,05:31,Harassment,Colaba,27.20053394,74.56496323,2.0,47,0,1,17:17,-1
1377,Mumbai,2024-05-03,02:20,Harassment,Colaba,24.52903785,75.17689729,5.0,47,1,1,07:23,57
1379,Mumbai,2023-02-25,19:18,Theft,Karol Bagh,20.8896802,75.73697542,7.0,43,0,1,15:11,-1
1380,Mumbai,2024-03-06,04:15,Harassment,Saket,22.06585087,72.91733307,10.0,43,1,0,14:10,-1
1381,Mumbai,2023-04-05,16:31,Fraud,Juhu,20.74737961,77.06874216,1.0,13,0,1,19:38,-1
1382,Mumbai,2023-07-03,06:26,Fraud,Saket,21.15232925,73.17465067,3.0,44,1,0,06:13,-1
1384,Mumbai,2023-10-09,09:40,Theft,Dadar,20.6842479,73.50342775,9.0,29,1,1,10:44,-1
1386,Mumbai,2023-02-13,20:19,Fraud,Lajpat Nagar,25.49648624,73.70793236,3.0,52,1,1,21:40,140
1388,Mumbai,2024-09-15,13:39,Burglary,Connaught Place,20.69371543,73.86001112,3.0,19,0,1,22:57,-1
1391,Mumbai,2023-03-19,09:21,Fraud,Dwarka,21.61049475,77.29771474,2.0,48,1,1,18:32,-1
1392,Mumbai,2023-02-19,23:23,Assault,Lajpat Nagar,22.17532933,73.84423632,10.0,41,1,1,12:42,-1
1393,Mumbai,2023-05-28,22:55,Assault,Colaba,29.31786652,76.15195513,8.0,59,1,1,13:12,7
1394,Mumbai,2024-07-09,04:23,Theft,Dwarka,28.08238591,76.5176916,6.0,27,1,0,22:38,-1
1396,Mumbai,2024-01-06,02:01,Burglary,Connaught Place,19.90456544,74.40353614,1.0,31,0,0,12:18,141
1399,Mumbai,2024-12-08,06:20,Burglary,Colaba,21.06152417,73.93267558,2.0,24,0,1,21:29,54
1404,Mumbai,2023-04-05,10:36,Assault,Andheri,28.2449454,75.39118513,1.0,35,1,1,21:22,-1
1405,Mumbai,2024-12-15,10:44,Assault,Juhu,22.55970416,75.66860542,10.0,21,0,0,04:45,-1
1406,Mumbai,2024-05-24,06:57,Harassment,Juhu,28.2252287,72.41359621,2.0,1,0,1,07:38,-1
1407,Mumbai,2024-10-21,04:20,Fraud,Dadar,20.13934223,77.18686142,7.0,44,1,0,02:35,-1
1410,Mumbai,2024-09-28,18:39,Harassment,Dadar,19.91219868,77.87467302,6.0,39,0,1,14:25,6
1411,Mumbai,2024-01-17,07:52,Fraud,Andheri,26.05952945,75.5730156,8.0,34,1,1,05:50,-1
1412,Mumbai,2023-02-10,07:31,Fraud,Lajpat Nagar,24.19131102,76.34825692,8.0,18,0,1,04:30,-1
1414,Mumbai,2023-03-07,00:20,Burglary,Colaba,22.99508116,72.36219506,6.0,15,1,1,07:53,-1
1415,Mumbai,2023-01-08,16:56,Theft,Dadar,22.1586749,76.7855961,5.0,47,1,1,07:54,-1
1416,Mumbai,2023-08-02,03:24,Fraud,Saket,24.50808397,72.20999305,7.0,32,0,1,09:57,-1
1425,Mumbai,2024-12-27,08:45,Harassment,Lajpat Nagar,23.33684059,74.80688578,5.0,23,1,1,04:05,-1
1426,Mumbai,2023-05-01,04:23,Fraud,Andheri,26.44790169,73.86849452,5.0,38,1,1,11:25,142
1429,Mumbai,2023-11-07,20:00,Harassment,Karol Bagh,27.01792349,75.39722894,1.0,15,1,1,22:21,-1
1433,Mumbai,2023-10-26,08:20,Assault,Bandra,27.95861117,73.16497246,2.0,1,1,0,16:35,-1
1434,Mumbai,2023-04-09,15:20,Burglary,Karol Bagh,24.05075043,74.8624005,8.0,24,0,1,13:11,-1
1435,Mumbai,2024-12-23,19:56,Fraud,Karol Bagh,21.76967299,77.19849078,6.0,49,1,1,06:12,-1
1436,Mumbai,2024-07-13,17:12,Burglary,Bandra,23.07352193,72.13084076,10.0,11,1,1,11:29,-1
1437,Mumbai,2024-08-09,20:12,Theft,Colaba,19.22259856,76.07732471,1.0,30,1,1,01:18,-1
1439,Mumbai,2024-10-04,03:18,Burglary,Bandra,24.5556358,73.01734797,3.0,11,0,1,11:23,-1
1442,Mumbai,2024-05-22,06:33,Burglary,Juhu,29.02599404,73.76281217,7.0,12,1,1,20:19,143
1443,Mumbai,2023-08-03,16:18,Harassment,Colaba,20.77884056,76.96875115,8.0,4,1,1,06:17,-1
1447,Mumbai,2023-01-26,00:19,Burglary,Colaba,27.7834556,76.44490595,5.0,43,1,1,14:21,-1
1448,Mumbai,2024-11-11,08:13,Theft,Dadar,24.76441437,77.01867538,3.0,30,1,1,08:56,-1
1449,Mumbai,2023-12-01,04:18,Fraud,Dwarka,25.29309799,72.32843782,7.0,40,1,1,18:16,-1
1450,Mumbai,2024-05-09,00:01,Theft,Dwarka,28.38314915,76.65629375,5.0,32,1,1,09:36,144
1451,Mumbai,2024-07-13,20:41,Theft,Connaught Place,27.86520969,75.68223889,4.0,44,1,1,10:30,145
1453,Mumbai,2023-06-24,11:29,Burglary,Dadar,26.85306042,75.05146753,7.0,21,1,1,05:48,-1
1457,Mumbai,2023-05-04,19:28,Harassment,Saket,24.35974516,77.72144122,7.0,44,1,1,05:54,-1
1458,Mumbai,2024-03-24,10:06,Harassment,Dwarka,22.90980349,73.09881223,2.0,8,1,1,20:49,-1
1459,Mumbai,2024-12-26,08:29,Harassment,Dwarka,21.76664344,75.63620072,7.0,59,1,1,09:24,-1
1466,Mumbai,2023-08-02,01:55,Assault,Karol Bagh,29.30823743,72.46363036,3.0,13,0,1,15:41,-1
1467,Mumbai,2023-08-07,10:35,Fraud,Juhu,25.90381861,74.05960294,2.0,39,0,1,19:11,-1
1468,Mumbai,2023-11-13,15:23,Fraud,Karol Bagh,22.54031299,76.12273512,6.0,52,0,0,08:42,146
1469,Mumbai,2024-07-02,04:20,Harassment,Bandra,21.71125701,74.99151772,6.0,35,1,1,12:18,-1
1472,Mumbai,2024-03-11,20:27,Harassment,Bandra,20.51501132,74.44461392,5.0,31,1,0,16:28,16
1474,Mumbai,2024-11-06,12:11,Harassment,Saket,20.83200147,76.8585223,1.0,50,1,1,14:46,-1
1475,Mumbai,2024-11-02,10:39,Theft,Saket,24.81492821,74.44559,6.0,40,1,1,06:20,147
1476,Mumbai,2023-08-09,01:41,Fraud,Saket,25.49128065,72.15872703,6.0,44,1,1,06:41,148
1478,Mumbai,2023-08-26,18:48,Assault,Karol Bagh,19.38571444,77.13746425,9.0,21,1,1,16:56,-1
1479,Mumbai,2023-03-20,18:02,Harassment,Bandra,19.40979269,77.76360486,5.0,3,1,0,15:23,-1
1480,Mumbai,2024-11-14,16:03,Burglary,Connaught Place,19.28982065,76.13045602,1.0,48,1,1,20:36,-1
1483,Mumbai,2023-12-12,15:04,Harassment,Karol Bagh,27.75930205,75.97681852,3.0,17,1,0,00:03,-1
1494,Mumbai,2023-06-16,01:33,Assault,Bandra,24.43538315,72.51905561,6.0,26,1,1,17:10,-1
1495,Mumbai,2024-04-06,13:41,Fraud,Lajpat Nagar,25.82306699,72.34168769,7.0,32,0,1,08:20,-1
1497,Mumbai,2023-12-05,04:35,Assault,Lajpat Nagar,27.13776009,74.78293031,2.0,22,0,1,02:01,-1
1498,Mumbai,2023-12-01,02:52,Theft,Andheri,26.76530279,75.65472373,5.0,47,0,1,23:32,-1
1502,Mumbai,2023-10-02,07:03,Harassment,Bandra,23.75498417,77.08856798,3.0,51,1,1,07:47,-1
1503,Mumbai,2023-11-27,20:43,Assault,Lajpat Nagar,23.5403938,75.20980023,6.0,41,1,1,15:34,-1
1507,Mumbai,2024-08-23,15:02,Burglary,Juhu,28.81323217,75.16461651,5.0,31,0,1,23:03,-1
1508,Mumbai,2023-04-23,01:14,Theft,Karol Bagh,19.33861412,75.08731855,6.0,15,1,1,20:04,-1
1509,Mumbai,2023-05-14,07:09,Assault,Juhu,27.23235992,72.52487763,4.0,14,1,1,08:40,-1
1510,Mumbai,2023-11-17,04:32,Assault,Dwarka,27.34673557,75.93509369,4.0,35,1,1,13:00,-1
1515,Mumbai,2023-08-07,16:48,Burglary,Dwarka,22.6369625,73.70606346,5.0,49,1,1,00:24,-1
1516,Mumbai,2023-05-27,09:31,Harassment,Saket,19.99350416,75.92366203,6.0,40,1,1,19:40,-1
1519,Mumbai,2023-09-16,13:35,Fraud,Dadar,20.15009904,74.49473341,5.0,47,0,0,09:38,-1
1521,Mumbai,2024-04-01,06:37,Assault,Karol Bagh,27.11748432,72.2912007,10.0,59,1,1,04:51,-1
1529,Mumbai,2023-03-28,06:09,Harassment,Karol Bagh,23.78928336,74.94683121,10.0,54,1,0,02:22,-1
1530,Mumbai,2023-05-12,17:00,Harassment,Dadar,23.42088579,73.84102878,5.0,47,0,1,18:00,-1
1531,Mumbai,2024-07-24,20:47,Fraud,Dadar,25.33291236,72.61159144,7.0,1,1,1,03:06,-1
1532,Mumbai,2023-02-28,19:18,Harassment,Connaught Place,25.41724856,72.37632955,4.0,44,1,1,05:20,-1
1533,Mumbai,2023-01-28,08:35,Assault,Dwarka,27.24985683,74.09320033,7.0,6,1,0,00:08,-1
1536,Mumbai,2024-10-09,06:48,Harassment,Juhu,28.44120469,77.38050819,10.0,51,1,0,01:00,-1
1538,Mumbai,2024-03-04,10:12,Theft,Andheri,29.68427206,77.44635206,5.0,13,1,1,01:11,-1
1539,Mumbai,2024-07-15,10:57,Fraud,Dadar,20.2964612,75.16334851,3.0,38,1,0,15:10,-1
1543,Mumbai,2023-03-04,00:28,Assault,Saket,19.51237936,73.60324366,5.0,40,1,0,16:14,149
1545,Mumbai,2024-03-20,21:32,Burglary,Colaba,28.3532861,75.08989442,1.0,15,1,0,03:59,150
1546,Mumbai,2024-06-20,12:13,Burglary,Bandra,23.7747819,73.93096505,2.0,50,1,0,05:03,-1
1547,Mumbai,2023-11-27,05:07,Theft,Bandra,29.21374283,72.9249363,3.0,2,1,1,17:25,151
1550,Mumbai,2023-02-09,06:12,Harassment,Karol Bagh,28.29961122,75.42331713,9.0,26,0,0,19:35,-1
1554,Mumbai,2023-07-22,06:56,Burglary,Andheri,28.91059846,75.45346275,4.0,18,1,1,12:48,-1
1555,Mumbai,2023-08-12,18:52,Theft,Juhu,29.74131054,74.77997341,5.0,21,1,1,12:39,-1
1557,Mumbai,2023-01-21,14:03,Fraud,Bandra,20.4010924,76.76776075,8.0,31,1,1,20:48,-1
1562,Mumbai,2024-05-02,09:00,Assault,Karol Bagh,25.09219691,75.30547584,9.0,49,1,1,02:18,-1
1563,Mumbai,2023-09-21,06:53,Assault,Saket,24.82752407,72.66445872,5.0,16,1,1,02:17,152
1564,Mumbai,2024-07-27,05:55,Burglary,Dwarka,22.53910733,73.73310674,5.0,7,1,0,08:08,-1
1568,Mumbai,2024-02-16,10:29,Assault,Colaba,20.53479459,72.19105047,4.0,37,1,1,15:10,-1
1570,Mumbai,2024-01-18,05:58,Theft,Saket,25.88431333,75.66149387,3.0,8,1,1,17:58,-1
1571,Mumbai,2023-02-26,15:30,Harassment,Saket,23.50058167,76.25015362,5.0,29,1,1,13:04,-1
1572,Mumbai,2024-09-18,17:38,Burglary,Dadar,21.79423264,75.96231864,8.0,44,1,1,22:22,-1
1573,Mumbai,2023-11-22,09:50,Burglary,Dadar,28.45701662,72.68576809,10.0,7,1,1,18:23,-1
1574,Mumbai,2024-06-12,21:54,Harassment,Connaught Place,26.70207085,73.74647329,7.0,38,1,0,05:33,-1
1575,Mumbai,2023-04-28,07:04,Assault,Bandra,25.025139,72.77715966,1.0,45,1,1,22:59,-1
1578,Mumbai,2024-12-15,00:39,Harassment,Juhu,24.21311737,73.20916202,2.0,17,1,1,19:17,-1
1579,Mumbai,2023-02-25,01:54,Harassment,Karol Bagh,21.13070322,74.04785544,7.0,16,0,1,14:20,-1
1581,Mumbai,2024-11-26,00:19,Assault,Juhu,26.27434359,75.56495615,3.0,39,0,1,22:27,153
1582,Mumbai,2024-09-17,14:24,Theft,Dwarka,29.02381767,76.80693358,6.0,35,0,1,06:57,-1
1584,Mumbai,2023-03-16,05:06,Theft,Colaba,21.285242,73.26031752,1.0,32,1,1,19:32,-1
1585,Mumbai,2023-12-24,01:23,Harassment,Andheri,26.13621631,76.70350157,1.0,53,1,0,05:37,-1
1586,Mumbai,2024-02-09,06:41,Fraud,Bandra,28.58305751,76.11523473,6.0,3,1,1,07:01,-1
1590,Mumbai,2023-07-02,08:26,Fraud,Juhu,27.27063869,76.41418503,10.0,46,0,0,21:52,-1
1591,Mumbai,2023-08-15,20:01,Fraud,Dadar,20.54071015,73.62001489,6.0,31,1,1,19:41,133
1593,Mumbai,2023-09-14,01:57,Fraud,Connaught Place,23.28504081,77.22982062,4.0,9,0,1,06:24,-1
1594,Mumbai,2024-09-25,03:19,Fraud,Dadar,24.62425321,73.85319121,9.0,5,0,1,14:27,-1
1595,Mumbai,2023-12-19,04:16,Fraud,Juhu,29.21983996,75.27785743,1.0,28,1,1,00:30,-1
1596,Mumbai,2023-12-27,14:59,Theft,Connaught Place,28.61726216,76.21583678,5.0,15,1,1,09:46,-1
1597,Mumbai,2023-02-13,06:07,Harassment,Colaba,20.47978042,77.99954896,7.0,49,1,1,20:06,154
1599,Mumbai,2024-10-23,21:50,Theft,Saket,22.93404605,74.56855726,2.0,42,1,1,18:13,-1
1601,Mumbai,2024-05-15,15:11,Harassment,Dwarka,25.76248048,76.83301867,1.0,59,1,1,23:43,155
1603,Mumbai,2024-12-18,02:46,Burglary,Dwarka,29.58520696,74.77937782,3.0,18,1,1,10:00,-1
1605,Mumbai,2023-04-07,18:44,Burglary,Colaba,28.21975122,75.6523829,1.0,49,0,1,07:36,156
1607,Mumbai,2023-12-21,08:01,Fraud,Karol Bagh,21.29159642,77.30266475,2.0,4,0,0,10:51,157
1609,Mumbai,2024-12-04,15:04,Fraud,Andheri,25.10590862,74.5701017,10.0,47,1,1,00:55,-1
1612,Mumbai,2024-07-26,02:25,Assault,Lajpat Nagar,23.0514142,76.06798809,9.0,45,1,1,17:40,-1
1613,Mumbai,2023-09-04,21:24,Theft,Saket,23.00430216,74.4434785,7.0,22,1,1,13:39,-1
1615,Mumbai,2023-11-02,15:27,Fraud,Dadar,23.88339456,75.39231096,7.0,25,1,1,13:45,-1
1619,Mumbai,2023-12-26,01:42,Burglary,Dwarka,25.29056658,74.76305496,2.0,28,1,1,09:43,-1
1622,Mumbai,2024-02-20,09:46,Theft,Lajpat Nagar,29.39629258,73.7307501,10.0,11,1,1,15:20,-1
1623,Mumbai,2023-12-21,15:12,Theft,Saket,21.35904052,73.49411977,4.0,22,1,0,02:51,101
1624,Mumbai,2024-04-17,08:01,Theft,Karol Bagh,19.81575016,77.6351846,5.0,54,0,1,05:05,-1
1625,Mumbai,2024-12-22,21:17,Assault,Colaba,28.8059926,76.85547502,6.0,55,1,1,01:05,-1
1630,Mumbai,2024-04-21,18:53,Fraud,Andheri,28.09643928,73.42224905,9.0,58,1,1,09:53,-1
1633,Mumbai,2024-08-06,07:45,Assault,Karol Bagh,23.20601058,76.3746197,4.0,28,1,1,00:56,158
1640,Mumbai,2023-03-11,21:57,Fraud,Andheri,19.52764314,72.65774992,2.0,49,1,0,07:20,-1
1641,Mumbai,2023-11-20,11:46,Harassment,Juhu,28.70253005,74.93936485,9.0,10,1,1,12:23,-1
1644,Mumbai,2024-09-08,23:40,Fraud,Saket,20.53106583,76.90556728,7.0,9,1,1,08:41,-1
1648,Mumbai,2023-04-22,14:22,Assault,Dwarka,20.09113983,72.33234438,4.0,36,0,1,10:02,159
1650,Mumbai,2024-04-25,21:48,Theft,Dadar,21.36524826,76.1101797,3.0,24,1,1,13:58,-1
1652,Mumbai,2023-02-22,17:26,Assault,Lajpat Nagar,20.99658758,76.91607689,6.0,26,1,1,11:49,-1
1653,Mumbai,2024-08-08,11:27,Fraud,Connaught Place,19.15379884,77.46651079,3.0,36,1,1,10:29,-1
1655,Mumbai,2024-07-26,08:56,Burglary,Dwarka,28.62537984,73.83065514,10.0,13,0,0,08:35,36
1657,Mumbai,2024-01-17,11:41,Assault,Saket,21.0701998,77.4888909,10.0,11,0,1,23:22,160
1660,Mumbai,2024-11-07,21:10,Theft,Dwarka,29.49780547,72.05685079,7.0,46,0,1,10:04,-1
1663,Mumbai,2023-11-03,20:09,Burglary,Juhu,23.83393046,76.56868549,1.0,14,1,1,23:35,-1
1666,Mumbai,2023-04-18,23:10,Burglary,Saket,19.78327389,72.70743787,2.0,52,1,1,18:54,-1
1667,Mumbai,2024-11-27,18:08,Harassment,Colaba,27.78556108,73.39190991,4.0,1,0,0,20:03,-1
1670,Mumbai,2024-01-03,02:52,Harassment,Dwarka,19.75183209,76.09337561,9.0,32,0,1,10:49,161
1671,Mumbai,2023-01-06,13:56,Burglary,Dwarka,29.50608412,75.182778,10.0,15,1,1,05:54,-1
1673,Mumbai,2023-05-14,17:02,Harassment,Dadar,28.71016284,73.71158197,7.0,37,1,0,15:37,-1
1679,Mumbai,2023-12-28,07:43,Harassment,Dwarka,21.02805062,73.7921039,4.0,14,1,1,05:13,-1
1680,Mumbai,2023-06-17,22:50,Assault,Colaba,23.87383526,72.71546947,8.0,19,0,1,19:25,32
1681,Mumbai,2023-05-26,10:31,Theft,Bandra,20.82323917,74.45445621,4.0,5,1,1,15:16,162
1682,Mumbai,2024-10-03,03:20,Harassment,Saket,29.80249085,72.17111096,8.0,35,0,1,21:55,-1
1687,Mumbai,2024-09-10,12:14,Burglary,Juhu,26.28404474,75.53436092,10.0,58,1,1,07:42,153
1690,Mumbai,2023-02-02,22:48,Burglary,Saket,22.15933828,77.65897831,8.0,18,0,1,14:00,-1
1691,Mumbai,2023-10-20,03:14,Fraud,Dwarka,29.3419367,72.59629667,8.0,2,0,1,01:35,-1
1692,Mumbai,2024-09-18,20:41,Assault,Dwarka,27.38278819,77.12900491,8.0,52,1,1,08:48,163
1693,Mumbai,2023-05-07,14:09,Burglary,Dwarka,29.6976593,72.00185839,10.0,10,1,1,02:21,-1
1696,Mumbai,2023-10-27,00:57,Harassment,Lajpat Nagar,21.14964845,76.54687219,5.0,45,1,0,09:09,-1
1700,Mumbai,2023-05-22,02:44,Assault,Colaba,21.54197814,72.42544753,9.0,7,0,1,10:14,-1
1702,Mumbai,2023-12-19,12:19,Harassment,Colaba,28.76599926,72.42751611,4.0,23,1,1,10:04,105
1706,Mumbai,2023-04-11,00:01,Harassment,Dwarka,24.01309395,76.33820659,8.0,47,1,0,22:15,164
1708,Mumbai,2024-12-19,06:11,Assault,Bandra,25.97400844,73.30340085,7.0,12,1,1,19:18,165
1709,Mumbai,2023-10-19,21:04,Assault,Lajpat Nagar,23.00568101,76.55454577,7.0,11,1,0,13:04,-1
1710,Mumbai,2024-06-14,02:16,Fraud,Andheri,28.37601884,76.70576823,5.0,48,0,1,09:08,144
1715,Mumbai,2024-08-15,19:19,Harassment,Karol Bagh,27.53767051,73.54249093,6.0,32,0,1,11:09,65
1716,Mumbai,2024-06-25,10:24,Fraud,Saket,24.35050009,76.50619777,8.0,3,0,1,00:25,-1
1717,Mumbai,2024-08-18,11:13,Fraud,Connaught Place,21.47225042,74.03791107,3.0,28,1,0,07:13,166
1719,Mumbai,2023-05-28,19:37,Fraud,Dadar,20.81940995,74.42204195,6.0,57,0,1,13:04,162
1721,Mumbai,2024-12-21,19:37,Burglary,Juhu,21.51885904,77.50677376,9.0,12,1,1,19:31,-1
1724,Mumbai,2023-10-19,15:20,Assault,Bandra,25.37571989,76.67523069,6.0,3,1,0,04:33,35
1725,Mumbai,2024-10-07,11:01,Assault,Juhu,28.6487039,75.84582794,8.0,4,1,1,05:41,-1
1726,Mumbai,2023-09-09,08:44,Theft,Andheri,28.54522129,72.36366214,6.0,30,1,1,12:57,-1
1727,Mumbai,2024-11-25,15:55,Fraud,Lajpat Nagar,23.96183679,72.57398152,3.0,6,1,1,11:38,-1
1729,Mumbai,2023-10-24,17:49,Burglary,Lajpat Nagar,23.69088186,74.74089796,10.0,30,1,1,06:44,-1
1730,Mumbai,2024-03-15,03:27,Harassment,Colaba,25.66812891,76.95512061,4.0,8,1,1,16:02,167
1731,Mumbai,2023-07-12,22:37,Harassment,Juhu,25.13541235,73.87849902,10.0,18,0,1,09:06,-1
1734,Mumbai,2024-03-06,15:01,Harassment,Bandra,26.11188609,77.02142067,3.0,6,1,0,02:51,-1
1736,Mumbai,2024-06-02,15:48,Burglary,Dwarka,27.25576379,73.60082269,7.0,51,0,1,07:12,168
1741,Mumbai,2024-07-16,22:40,Fraud,Colaba,26.75537974,75.31074038,2.0,21,0,1,09:05,-1
1742,Mumbai,2024-01-02,03:29,Harassment,Dadar,21.49557568,72.3840005,4.0,8,0,1,16:41,-1
1743,Mumbai,2024-02-23,12:47,Theft,Lajpat Nagar,27.74815749,72.81736667,8.0,36,1,1,09:15,-1
1745,Mumbai,2023-07-21,19:30,Harassment,Juhu,25.46317949,75.79189256,1.0,40,1,0,13:03,-1
1746,Mumbai,2024-06-19,01:20,Fraud,Karol Bagh,22.8890374,75.69473879,4.0,21,1,1,21:11,-1
1747,Mumbai,2023-09-09,09:35,Harassment,Dwarka,24.30696617,75.30459436,2.0,51,1,1,21:01,169
1751,Mumbai,2024-10-01,03:00,Burglary,Connaught Place,23.77066626,73.35876362,4.0,4,1,1,17:34,-1
1752,Mumbai,2023-08-06,21:08,Burglary,Juhu,21.225005,77.38623136,3.0,10,1,0,01:46,-1
1753,Mumbai,2023-02-17,18:55,Theft,Colaba,21.35327161,77.87815048,2.0,26,0,1,05:43,-1
1756,Mumbai,2023-11-08,16:28,Harassment,Connaught Place,27.23809405,75.8564514,9.0,44,0,1,13:31,-1
1761,Mumbai,2024-01-08,17:41,Fraud,Connaught Place,29.08676624,73.51701722,5.0,4,1,1,07:54,-1
1766,Mumbai,2023-09-13,05:57,Assault,Saket,19.09696317,74.00667712,2.0,2,0,1,10:39,-1
1767,Mumbai,2023-12-24,14:18,Fraud,Dadar,26.87740405,74.0492887,2.0,50,1,0,01:13,43
1774,Mumbai,2024-08-20,15:31,Theft,Lajpat Nagar,22.74964194,73.2627733,1.0,38,0,0,03:06,170
1776,Mumbai,2024-03-04,12:49,Burglary,Lajpat Nagar,22.83573092,77.28208918,5.0,57,1,1,12:39,171
1777,Mumbai,2023-04-17,23:51,Assault,Bandra,27.40011736,72.79072001,1.0,15,1,1,06:36,31
1779,Mumbai,2023-03-16,05:49,Harassment,Lajpat Nagar,22.86338722,74.96384993,1.0,10,1,1,06:15,-1
1780,Mumbai,2023-09-17,12:02,Harassment,Dwarka,28.20963999,73.65846325,6.0,36,1,1,01:34,-1
1781,Mumbai,2023-02-16,09:11,Harassment,Andheri,19.73476785,75.41236765,6.0,14,0,1,19:46,-1
1782,Mumbai,2023-10-18,07:21,Fraud,Saket,29.36577858,74.70982011,1.0,2,0,1,04:12,172
1783,Mumbai,2023-11-21,21:37,Fraud,Dwarka,29.84948526,74.60975464,8.0,45,1,0,22:15,-1
1784,Mumbai,2024-09-14,15:14,Fraud,Lajpat Nagar,19.97424991,72.67183782,4.0,48,0,1,06:41,-1
1786,Mumbai,2024-04-26,22:58,Assault,Dadar,23.09640733,76.92647146,1.0,54,1,1,11:43,-1
1787,Mumbai,2024-07-12,03:06,Burglary,Juhu,27.54030506,77.31529643,3.0,37,1,1,23:04,-1
1788,Mumbai,2023-07-05,05:08,Theft,Connaught Place,25.55519493,73.4081012,7.0,51,1,1,09:41,-1
1790,Mumbai,2023-02-10,19:36,Assault,Saket,27.33260805,72.32050003,10.0,35,1,1,10:47,-1
1792,Mumbai,2023-12-24,15:23,Harassment,Connaught Place,28.16530403,76.29211928,5.0,20,1,0,00:09,-1
1795,Mumbai,2024-11-07,16:57,Assault,Andheri,28.78708868,76.27775289,6.0,59,1,1,04:51,118
1796,Mumbai,2024-07-12,22:23,Harassment,Dadar,26.70336989,77.61205369,6.0,49,1,1,13:00,-1
