Crime_ID,City,Date,Time,Crime_Type,Location,Latitude,Longitude,Crime_Severity,Police_Response_Time_Minutes,Resolved,Suspect_Arrested,Ride_Time
1182,Mumbai,2023-08-25,13:07,Fraud,Connaught Place,22.53608726,73.15185304,9,21,1,1,13:39
1183,Mumbai,2023-01-19,17:58,Harassment,Karol Bagh,20.75592927,74.92931616,,59,1,1,03:07
1184,Mumbai,2023-01-09,19:26,Theft,Connaught Place,21.25701117,74.40728897,6,37,1,1,14:40
1185,Mumbai,2023-01-02,05:35,Burglary,Bandra,27.67407026,76.77338018,4,25,1,1,01:57
1186,Mumbai,2024-09-10,17:40,Harassment,Connaught Place,20.8391544,76.58162615,6,52,1,1,22:44
1187,Mumbai,2024-07-23,15:44,Harassment,Bandra,19.31303131,72.80399209,2,21,1,1,17:28
1190,Mumbai,2024-02-17,21:09,Fraud,Dwarka,22.64335196,75.21305033,6,4,0,0,17:11
1194,Mumbai,2024-12-28,12:30,Fraud,Dwarka,27.62467958,75.23655909,6,23,1,1,07:42
1195,Mumbai,2023-01-08,05:49,Burglary,Dadar,25.84767455,77.1642122,3,7,0,1,23:46
1197,Mumbai,2024-10-20,22:52,Burglary,Connaught Place,24.96068191,73.44267338,1,52,1,1,17:59
1202,Mumbai,2024-03-12,00:31,Harassment,Colaba,21.86437095,77.75516092,7,58,1,1,05:53
1203,Mumbai,2023-12-25,21:36,Harassment,Bandra,19.20302061,72.03565054,8,23,1,1,06:10
1204,Mumbai,2024-12-04,11:56,Fraud,Karol Bagh,25.00169311,72.28625005,9,3,1,1,03:24
1206,Mumbai,2024-05-17,11:04,Harassment,Andheri,27.69448223,74.09317258,8,53,1,0,00:01
1208,Mumbai,2023-08-15,19:19,Harassment,Connaught Place,21.87928156,77.35593717,2,49,0,0,19:55
1212,Mumbai,2023-04-24,20:20,Theft,Lajpat Nagar,24.21136169,74.78239042,7,59,0,0,17:14
1213,Mumbai,2023-01-28,09:45,Harassment,Colaba,27.79536509,72.62126143,2,18,1,1,04:43
1214,Mumbai,2023-04-02,02:22,Theft,Andheri,25.38681737,74.7468819,1,45,1,0,23:48
1215,Mumbai,2024-06-13,19:51,Theft,Dwarka,27.50399156,74.25476941,2,7,1,1,11:11
1217,Mumbai,2023-09-26,19:57,Harassment,Connaught Place,28.14558284,74.63195211,6,31,1,0,12:10
1218,Mumbai,2024-04-11,18:26,Theft,Dadar,22.02029547,72.10407556,9,38,1,0,11:09
1222,Mumbai,2023-09-22,16:57,Assault,Andheri,22.4999273,77.72770423,8,28,1,1,07:07
1226,Mumbai,2024-06-03,20:15,Burglary,Andheri,27.66058421,73.56498648,6,22,1,1,09:10
1228,Mumbai,2023-05-19,08:28,Theft,Dwarka,19.21891632,73.6292009,9,10,1,0,23:13
1229,Mumbai,2024-12-20,13:21,Harassment,Saket,26.68930155,72.19912578,9,7,1,1,05:56
1232,Mumbai,2023-03-01,21:29,Burglary,Connaught Place,23.43178537,76.54707776,2,27,0,1,03:47
1235,Mumbai,2023-06-01,01:08,Assault,Karol Bagh,25.46674261,76.69793014,4,11,0,1,03:07
1236,Mumbai,2024-12-24,19:00,Fraud,Andheri,24.51536126,73.08465573,8,53,1,1,13:59
1238,Mumbai,2023-07-16,00:19,Assault,Saket,19.92401886,75.85042227,6,8,1,1,23:34
1242,Mumbai,2024-08-24,22:43,Burglary,Lajpat Nagar,29.36567944,74.79602109,,22,1,1,10:06
1246,Mumbai,2023-07-22,16:54,Harassment,Karol Bagh,23.37748362,75.69952703,7,51,1,1,05:27
1247,Mumbai,2023-04-10,13:26,Burglary,Connaught Place,22.41161943,73.40309021,9,2,1,1,14:14
1248,Mumbai,2024-06-26,22:21,Fraud,Dwarka,23.96470398,72.47949066,9,48,1,1,00:10
1249,Mumbai,2024-12-27,04:22,Assault,Andheri,23.22613603,72.00332511,4,12,1,1,05:02
1250,Mumbai,2024-06-15,23:16,Theft,Andheri,23.7556729,75.64991641,7,47,0,1,19:36
1252,Mumbai,2023-03-25,15:18,Burglary,Colaba,19.97496272,76.51386582,7,55,1,0,15:43
1253,Mumbai,2023-03-04,08:05,Harassment,Lajpat Nagar,29.14453957,74.25105839,4,26,0,1,10:13
1254,Mumbai,2023-08-15,14:58,Fraud,Saket,24.28260385,74.91602069,10,38,1,0,20:54
1256,Mumbai,2024-04-15,21:58,Harassment,Colaba,28.13201263,75.90344875,4,45,0,1,21:00
1257,Mumbai,2024-08-09,10:55,Fraud,Juhu,22.96509332,74.13683497,10,6,1,1,11:50
1259,Mumbai,2024-12-23,03:01,Harassment,Saket,23.50470328,77.61688192,9,2,1,1,19:33
1265,Mumbai,2024-08-18,07:49,Theft,Colaba,23.70656466,76.17687555,2,32,0,1,10:00
1268,Mumbai,2023-01-27,23:00,Burglary,Karol Bagh,20.58060768,77.98730825,8,58,1,1,05:35
1270,Mumbai,2024-06-22,10:55,Burglary,Colaba,19.07941942,76.99798645,8,30,1,1,15:28
1271,Mumbai,2023-10-19,19:04,Theft,Dwarka,22.48255983,76.18580894,5,13,1,1,01:14
1272,Mumbai,2024-02-01,04:37,Theft,Dadar,26.44909796,76.14831867,1,40,0,0,15:32
1276,Mumbai,2024-01-06,21:06,Harassment,Juhu,22.94977857,73.31129077,8,38,1,1,23:00
1280,Mumbai,2023-03-09,23:59,Assault,Dadar,28.02690133,74.87299689,7,58,0,1,14:25
1281,Mumbai,2024-08-05,02:11,Assault,Colaba,20.40744935,73.36992104,8,59,1,1,08:42
1286,Mumbai,2024-07-05,06:03,Burglary,Andheri,21.59255826,77.58734856,5,5,1,1,22:57
1287,Mumbai,2024-04-21,22:05,Fraud,Karol Bagh,28.9908441,77.10217673,5,44,1,1,00:05
1288,Mumbai,2023-11-26,12:20,Burglary,Dwarka,22.40429737,72.40604122,7,49,0,1,15:57
1289,Mumbai,2023-07-26,20:33,Harassment,Colaba,29.74054545,77.96033927,7,2,1,1,05:28
1293,Mumbai,2023-01-11,22:11,Harassment,Andheri,26.80199213,73.02769582,7,20,0,1,23:08
1295,Mumbai,2024-01-26,23:43,Burglary,Dadar,24.25664785,72.12983595,7,25,0,0,18:01
1296,Mumbai,2024-09-12,18:55,Assault,Saket,21.45843746,73.39888382,4,17,1,1,03:54
1300,Mumbai,2023-04-19,05:12,Fraud,Lajpat Nagar,21.78569899,76.47690302,4,45,1,1,03:05
1302,Mumbai,2023-03-08,17:36,Burglary,Karol Bagh,19.31494313,77.35506851,7,54,0,0,06:16
1304,Mumbai,2024-10-01,03:44,Assault,Dadar,21.66541667,75.32035464,10,35,1,1,06:54
1305,Mumbai,2024-10-19,02:12,Burglary,Connaught Place,23.55474608,75.86572894,1,36,1,1,12:34
1307,Mumbai,2024-09-10,10:48,Assault,Colaba,24.40483999,77.85738754,9,39,0,1,19:38
1308,Mumbai,2023-08-02,07:10,Harassment,Dwarka,28.59712076,74.92893574,1,3,0,1,01:23
1310,Mumbai,2023-01-17,18:18,Fraud,Andheri,25.37958179,77.62357227,2,40,1,1,09:02
1312,Mumbai,2023-03-11,16:40,Harassment,Andheri,26.63391319,76.19515919,,53,1,0,02:04
1315,Mumbai,2023-02-28,11:47,Theft,Juhu,21.75062434,72.19880077,4,29,1,1,08:54
1316,Mumbai,2024-02-12,07:33,Theft,Karol Bagh,23.58753601,73.61027019,10,5,0,0,15:51
1317,Mumbai,2024-10-04,00:41,Assault,Karol Bagh,22.85517223,74.81789014,,3,1,0,02:46
1318,Mumbai,2024-05-11,21:16,Theft,Juhu,28.44695306,72.4596217,6,10,1,1,02:29
1319,Mumbai,2023-03-24,09:48,Assault,Colaba,20.39198905,76.23544002,4,31,1,0,01:42
1321,Mumbai,2024-03-23,01:04,Assault,Connaught Place,20.5626777,73.63600794,10,17,1,1,17:22
1324,Mumbai,2024-03-06,19:48,Theft,Andheri,23.78068419,77.00285585,9,8,1,1,16:35
1329,Mumbai,2023-08-05,21:05,Assault,Lajpat Nagar,25.36162013,72.07282475,8,41,0,1,01:28
1331,Mumbai,2023-06-11,11:44,Theft,Saket,20.17571713,75.86523289,4,41,0,1,19:01
1332,Mumbai,2023-11-03,21:38,Theft,Karol Bagh,28.03221581,77.50915064,8,21,1,1,09:40
1334,Mumbai,2024-04-08,18:16,Assault,Andheri,19.79583361,76.59114122,7,58,1,1,21:05
1335,Mumbai,2023-06-09,23:53,Harassment,Dadar,27.64800936,75.58612218,8,35,0,1,07:34
1336,Mumbai,2023-12-01,10:28,Fraud,Andheri,23.14644969,77.56207268,8,14,0,0,21:33
1338,Mumbai,2024-03-14,15:23,Fraud,Karol Bagh,25.97156943,73.91457204,4,6,1,1,01:58
1339,Mumbai,2024-07-12,15:19,Theft,Dwarka,28.68144489,77.32285199,9,16,0,1,03:06
1340,Mumbai,2024-02-27,15:20,Burglary,Colaba,28.7652886,72.29546641,10,23,0,1,08:52
1342,Mumbai,2023-03-15,06:14,Harassment,Connaught Place,28.54476006,72.49442661,8,42,1,1,13:31
1349,Mumbai,2024-12-01,14:28,Theft,Dwarka,23.01527834,73.12080505,8,45,1,0,12:47
1351,Mumbai,2024-03-02,23:48,Fraud,Dwarka,24.5355118,76.07615274,3,13,1,1,15:02
1352,Mumbai,2023-06-07,12:26,Theft,Lajpat Nagar,24.11262627,74.92516542,9,49,0,0,18:09
1354,Mumbai,2024-11-10,04:50,Fraud,Andheri,24.428504,75.93677283,5,20,0,0,13:19
1355,Mumbai,2024-04-04,10:24,Harassment,Andheri,20.96238077,77.0522327,10,55,1,1,10:04
1356,Mumbai,2023-07-19,20:09,Fraud,Connaught Place,24.64376365,76.32194566,6,31,1,0,15:55
1357,Mumbai,2024-03-02,12:23,Theft,Andheri,27.95418409,76.97974751,,9,0,0,14:48
1359,Mumbai,2023-05-27,21:57,Assault,Bandra,27.67439942,77.33332764,9,8,1,1,04:42
1361,Mumbai,2023-04-06,18:11,Burglary,Colaba,21.79639612,72.08042889,8,37,0,1,00:16
1362,Mumbai,2024-02-16,06:06,Theft,Juhu,28.48292494,77.06034988,4,29,1,1,22:22
1364,Mumbai,2024-08-16,15:09,Harassment,Karol Bagh,21.13567966,75.93334918,5,35,1,0,14:32
1365,Mumbai,2024-02-21,08:21,Burglary,Karol Bagh,20.435012,73.38861978,7,45,1,1,05:28
1366,Mumbai,2024-03-12,06:01,Fraud,Connaught Place,29.73165465,73.51046679,7,38,1,1,14:42
1368,Mumbai,2024-01-09,05:19,Burglary,Karol Bagh,28.82559762,77.38698648,5,11,0,0,06:46
1370,Mumbai,2023-05-19,07:12,Fraud,Connaught Place,24.95855506,76.95584202,8,35,0,1,19:58
1373,Mumbai,2024-09-14,13:27,Theft,Lajpat Nagar,19.56326984,77.52162719,6,45,1,1,22:11
1374,Mumbai,2023-09-02,05:31,Harassment,Colaba,27.20053394,74.56496323,2,47,0,1,17:17
1377,Mumbai,2024-05-03,02:20,Harassment,Colaba,24.52903785,75.17689729,,47,1,1,07:23
1379,Mumbai,2023-02-25,19:18,Theft,Karol Bagh,20.8896802,75.73697542,7,43,0,1,15:11
1380,Mumbai,2024-03-06,04:15,Harassment,Saket,22.06585087,72.91733307,10,43,1,0,14:10
1381,Mumbai,2023-04-05,16:31,Fraud,Juhu,20.74737961,77.06874216,1,13,0,1,19:38
1382,Mumbai,2023-07-03,06:26,Fraud,Saket,21.15232925,73.17465067,3,44,1,0,06:13
1384,Mumbai,2023-10-09,09:40,Theft,Dadar,20.6842479,73.50342775,9,29,1,1,10:44
1386,Mumbai,2023-02-13,20:19,Fraud,Lajpat Nagar,25.49648624,73.70793236,3,52,1,1,21:40
1388,Mumbai,2024-09-15,13:39,Burglary,Connaught Place,20.69371543,73.86001112,3,19,0,1,22:57
1391,Mumbai,2023-03-19,09:21,Fraud,Dwarka,21.61049475,77.29771474,2,48,1,1,18:32
1392,Mumbai,2023-02-19,23:23,Assault,Lajpat Nagar,22.17532933,73.84423632,10,41,1,1,12:42
1393,Mumbai,2023-05-28,22:55,Assault,Colaba,29.31786652,76.15195513,8,59,1,1,13:12
1394,Mumbai,2024-07-09,04:23,Theft,Dwarka,28.08238591,76.5176916,6,27,1,0,22:38
1396,Mumbai,2024-01-06,02:01,Burglary,Connaught Place,19.90456544,74.40353614,1,31,0,0,12:18
1399,Mumbai,2024-12-08,06:20,Burglary,Colaba,21.06152417,73.93267558,2,24,0,1,21:29
1404,Mumbai,2023-04-05,10:36,Assault,Andheri,28.2449454,75.39118513,1,35,1,1,21:22
1405,Mumbai,2024-12-15,10:44,Assault,Juhu,22.55970416,75.66860542,10,21,0,0,04:45
1406,Mumbai,2024-05-24,06:57,Harassment,Juhu,28.2252287,72.41359621,2,1,0,1,07:38
1407,Mumbai,2024-10-21,04:20,Fraud,Dadar,20.13934223,77.18686142,7,44,1,0,02:35
1410,Mumbai,2024-09-28,18:39,Harassment,Dadar,19.91219868,77.87467302,6,39,0,1,14:25
1411,Mumbai,2024-01-17,07:52,Fraud,Andheri,26.05952945,75.5730156,8,34,1,1,05:50
1412,Mumbai,2023-02-10,07:31,Fraud,Lajpat Nagar,24.19131102,76.34825692,8,18,0,1,04:30
1414,Mumbai,2023-03-07,00:20,Burglary,Colaba,22.99508116,72.36219506,6,15,1,1,07:53
1415,Mumbai,2023-01-08,16:56,Theft,Dadar,22.1586749,76.7855961,5,47,1,1,07:54
1416,Mumbai,2023-08-02,03:24,Fraud,Saket,24.50808397,72.20999305,7,32,0,1,09:57
1425,Mumbai,2024-12-27,08:45,Harassment,Lajpat Nagar,23.33684059,74.80688578,5,23,1,1,04:05
1426,Mumbai,2023-05-01,04:23,Fraud,Andheri,26.44790169,73.86849452,5,38,1,1,11:25
1429,Mumbai,2023-11-07,20:00,Harassment,Karol Bagh,27.01792349,75.39722894,1,15,1,1,22:21
1433,Mumbai,2023-10-26,08:20,Assault,Bandra,27.95861117,73.16497246,2,1,1,0,16:35
1434,Mumbai,2023-04-09,15:20,Burglary,Karol Bagh,24.05075043,74.8624005,8,24,0,1,13:11
1435,Mumbai,2024-12-23,19:56,Fraud,Karol Bagh,21.76967299,77.19849078,,49,1,1,06:12
1436,Mumbai,2024-07-13,17:12,Burglary,Bandra,23.07352193,72.13084076,10,11,1,1,11:29
1437,Mumbai,2024-08-09,20:12,Theft,Colaba,19.22259856,76.07732471,1,30,1,1,01:18
1439,Mumbai,2024-10-04,03:18,Burglary,Bandra,24.5556358,73.01734797,3,11,0,1,11:23
1442,Mumbai,2024-05-22,06:33,Burglary,Juhu,29.02599404,73.76281217,7,12,1,1,20:19
1443,Mumbai,2023-08-03,16:18,Harassment,Colaba,20.77884056,76.96875115,8,4,1,1,06:17
1447,Mumbai,2023-01-26,00:19,Burglary,Colaba,27.7834556,76.44490595,,43,1,1,14:21
1448,Mumbai,2024-11-11,08:13,Theft,Dadar,24.76441437,77.01867538,3,30,1,1,08:56
1449,Mumbai,2023-12-01,04:18,Fraud,Dwarka,25.29309799,72.32843782,7,40,1,1,18:16
1450,Mumbai,2024-05-09,00:01,Theft,Dwarka,28.38314915,76.65629375,5,32,1,1,09:36
1451,Mumbai,2024-07-13,20:41,Theft,Connaught Place,27.86520969,75.68223889,4,44,1,1,10:30
1453,Mumbai,2023-06-24,11:29,Burglary,Dadar,26.85306042,75.05146753,7,21,1,1,05:48
1457,Mumbai,2023-05-04,19:28,Harassment,Saket,24.35974516,77.72144122,7,44,1,1,05:54
1458,Mumbai,2024-03-24,10:06,Harassment,Dwarka,22.90980349,73.09881223,2,8,1,1,20:49
1459,Mumbai,2024-12-26,08:29,Harassment,Dwarka,21.76664344,75.63620072,7,59,1,1,09:24
1466,Mumbai,2023-08-02,01:55,Assault,Karol Bagh,29.30823743,72.46363036,3,13,0,1,15:41
1467,Mumbai,2023-08-07,10:35,Fraud,Juhu,25.90381861,74.05960294,2,39,0,1,19:11
1468,Mumbai,2023-11-13,15:23,Fraud,Karol Bagh,22.54031299,76.12273512,6,52,0,0,08:42
1469,Mumbai,2024-07-02,04:20,Harassment,Bandra,21.71125701,74.99151772,6,35,1,1,12:18
1472,Mumbai,2024-03-11,20:27,Harassment,Bandra,20.51501132,74.44461392,,31,1,0,16:28
1474,Mumbai,2024-11-06,12:11,Harassment,Saket,20.83200147,76.8585223,1,50,1,1,14:46
1475,Mumbai,2024-11-02,10:39,Theft,Saket,24.81492821,74.44559,6,40,1,1,06:20
1476,Mumbai,2023-08-09,01:41,Fraud,Saket,25.49128065,72.15872703,6,44,1,1,06:41
1478,Mumbai,2023-08-26,18:48,Assault,Karol Bagh,19.38571444,77.13746425,9,21,1,1,16:56
1479,Mumbai,2023-03-20,18:02,Harassment,Bandra,19.40979269,77.76360486,5,3,1,0,15:23
1480,Mumbai,2024-11-14,16:03,Burglary,Connaught Place,19.28982065,76.13045602,1,48,1,1,20:36
1483,Mumbai,2023-12-12,15:04,Harassment,Karol Bagh,27.75930205,75.97681852,3,17,1,0,00:03
1494,Mumbai,2023-06-16,01:33,Assault,Bandra,24.43538315,72.51905561,6,26,1,1,17:10
1495,Mumbai,2024-04-06,13:41,Fraud,Lajpat Nagar,25.82306699,72.34168769,7,32,0,1,08:20
1497,Mumbai,2023-12-05,04:35,Assault,Lajpat Nagar,27.13776009,74.78293031,2,22,0,1,02:01
1498,Mumbai,2023-12-01,02:52,Theft,Andheri,26.76530279,75.65472373,5,47,0,1,23:32
1502,Mumbai,2023-10-02,07:03,Harassment,Bandra,23.75498417,77.08856798,3,51,1,1,07:47
1503,Mumbai,2023-11-27,20:43,Assault,Lajpat Nagar,23.5403938,75.20980023,6,41,1,1,15:34
1507,Mumbai,2024-08-23,15:02,Burglary,Juhu,28.81323217,75.16461651,,31,0,1,23:03
1508,Mumbai,2023-04-23,01:14,Theft,Karol Bagh,19.33861412,75.08731855,6,15,1,1,20:04
1509,Mumbai,2023-05-14,07:09,Assault,Juhu,27.23235992,72.52487763,4,14,1,1,08:40
1510,Mumbai,2023-11-17,04:32,Assault,Dwarka,27.34673557,75.93509369,4,35,1,1,13:00
1515,Mumbai,2023-08-07,16:48,Burglary,Dwarka,22.6369625,73.70606346,5,49,1,1,00:24
1516,Mumbai,2023-05-27,09:31,Harassment,Saket,19.99350416,75.92366203,6,40,1,1,19:40
1519,Mumbai,2023-09-16,13:35,Fraud,Dadar,20.15009904,74.49473341,5,47,0,0,09:38
1521,Mumbai,2024-04-01,06:37,Assault,Karol Bagh,27.11748432,72.2912007,10,59,1,1,04:51
1529,Mumbai,2023-03-28,06:09,Harassment,Karol Bagh,23.78928336,74.94683121,10,54,1,0,02:22
1530,Mumbai,2023-05-12,17:00,Harassment,Dadar,23.42088579,73.84102878,5,47,0,1,18:00
1531,Mumbai,2024-07-24,20:47,Fraud,Dadar,25.33291236,72.61159144,7,1,1,1,03:06
1532,Mumbai,2023-02-28,19:18,Harassment,Connaught Place,25.41724856,72.37632955,4,44,1,1,05:20
1533,Mumbai,2023-01-28,08:35,Assault,Dwarka,27.24985683,74.09320033,7,6,1,0,00:08
1536,Mumbai,2024-10-09,06:48,Harassment,Juhu,28.44120469,77.38050819,10,51,1,0,01:00
1538,Mumbai,2024-03-04,10:12,Theft,Andheri,29.68427206,77.44635206,5,13,1,1,01:11
1539,Mumbai,2024-07-15,10:57,Fraud,Dadar,20.2964612,75.16334851,3,38,1,0,15:10
1543,Mumbai,2023-03-04,00:28,Assault,Saket,19.51237936,73.60324366,5,40,1,0,16:14
1545,Mumbai,2024-03-20,21:32,Burglary,Colaba,28.3532861,75.08989442,1,15,1,0,03:59
1546,Mumbai,2024-06-20,12:13,Burglary,Bandra,23.7747819,73.93096505,2,50,1,0,05:03
1547,Mumbai,2023-11-27,05:07,Theft,Bandra,29.21374283,72.9249363,3,2,1,1,17:25
1550,Mumbai,2023-02-09,06:12,Harassment,Karol Bagh,28.29961122,75.42331713,9,26,0,0,19:35
1554,Mumbai,2023-07-22,06:56,Burglary,Andheri,28.91059846,75.45346275,4,18,1,1,12:48
1555,Mumbai,2023-08-12,18:52,Theft,Juhu,29.74131054,74.77997341,5,21,1,1,12:39
1557,Mumbai,2023-01-21,14:03,Fraud,Bandra,20.4010924,76.76776075,8,31,1,1,20:48
1562,Mumbai,2024-05-02,09:00,Assault,Karol Bagh,25.09219691,75.30547584,9,49,1,1,02:18
1563,Mumbai,2023-09-21,06:53,Assault,Saket,24.82752407,72.66445872,5,16,1,1,02:17
1564,Mumbai,2024-07-27,05:55,Burglary,Dwarka,22.53910733,73.73310674,,7,1,0,08:08
1568,Mumbai,2024-02-16,10:29,Assault,Colaba,20.53479459,72.19105047,4,37,1,1,15:10
1570,Mumbai,2024-01-18,05:58,Theft,Saket,25.88431333,75.66149387,3,8,1,1,17:58
1571,Mumbai,2023-02-26,15:30,Harassment,Saket,23.50058167,76.25015362,5,29,1,1,13:04
1572,Mumbai,2024-09-18,17:38,Burglary,Dadar,21.79423264,75.96231864,8,44,1,1,22:22
1573,Mumbai,2023-11-22,09:50,Burglary,Dadar,28.45701662,72.68576809,10,7,1,1,18:23
1574,Mumbai,2024-06-12,21:54,Harassment,Connaught Place,26.70207085,73.74647329,7,38,1,0,05:33
1575,Mumbai,2023-04-28,07:04,Assault,Bandra,25.025139,72.77715966,1,45,1,1,22:59
1578,Mumbai,2024-12-15,00:39,Harassment,Juhu,24.21311737,73.20916202,2,17,1,1,19:17
1579,Mumbai,2023-02-25,01:54,Harassment,Karol Bagh,21.13070322,74.04785544,7,16,0,1,14:20
1581,Mumbai,2024-11-26,00:19,Assault,Juhu,26.27434359,75.56495615,3,39,0,1,22:27
1582,Mumbai,2024-09-17,14:24,Theft,Dwarka,29.02381767,76.80693358,6,35,0,1,06:57
1584,Mumbai,2023-03-16,05:06,Theft,Colaba,21.285242,73.26031752,1,32,1,1,19:32
1585,Mumbai,2023-12-24,01:23,Harassment,Andheri,26.13621631,76.70350157,1,53,1,0,05:37
1586,Mumbai,2024-02-09,06:41,Fraud,Bandra,28.58305751,76.11523473,6,3,1,1,07:01
1590,Mumbai,2023-07-02,08:26,Fraud,Juhu,27.27063869,76.41418503,10,46,0,0,21:52
1591,Mumbai,2023-08-15,20:01,Fraud,Dadar,20.54071015,73.62001489,6,31,1,1,19:41
1593,Mumbai,2023-09-14,01:57,Fraud,Connaught Place,23.28504081,77.22982062,4,9,0,1,06:24
1594,Mumbai,2024-09-25,03:19,Fraud,Dadar,24.62425321,73.85319121,9,5,0,1,14:27
1595,Mumbai,2023-12-19,04:16,Fraud,Juhu,29.21983996,75.27785743,1,28,1,1,00:30
1596,Mumbai,2023-12-27,14:59,Theft,Connaught Place,28.61726216,76.21583678,5,15,1,1,09:46
1597,Mumbai,2023-02-13,06:07,Harassment,Colaba,20.47978042,77.99954896,7,49,1,1,20:06
1599,Mumbai,2024-10-23,21:50,Theft,Saket,22.93404605,74.56855726,2,42,1,1,18:13
1601,Mumbai,2024-05-15,15:11,Harassment,Dwarka,25.76248048,76.83301867,1,59,1,1,23:43
1603,Mumbai,2024-12-18,02:46,Burglary,Dwarka,29.58520696,74.77937782,3,18,1,1,10:00
1605,Mumbai,2023-04-07,18:44,Burglary,Colaba,28.21975122,75.6523829,1,49,0,1,07:36
1607,Mumbai,2023-12-21,08:01,Fraud,Karol Bagh,21.29159642,77.30266475,2,4,0,0,10:51
1609,Mumbai,2024-12-04,15:04,Fraud,Andheri,25.10590862,74.5701017,10,47,1,1,00:55
1612,Mumbai,2024-07-26,02:25,Assault,Lajpat Nagar,23.0514142,76.06798809,9,45,1,1,17:40
1613,Mumbai,2023-09-04,21:24,Theft,Saket,23.00430216,74.4434785,7,22,1,1,13:39
1615,Mumbai,2023-11-02,15:27,Fraud,Dadar,23.88339456,75.39231096,7,25,1,1,13:45
1619,Mumbai,2023-12-26,01:42,Burglary,Dwarka,25.29056658,74.76305496,2,28,1,1,09:43
1622,Mumbai,2024-02-20,09:46,Theft,Lajpat Nagar,29.39629258,73.7307501,10,11,1,1,15:20
1623,Mumbai,2023-12-21,15:12,Theft,Saket,21.35904052,73.49411977,4,22,1,0,02:51
1624,Mumbai,2024-04-17,08:01,Theft,Karol Bagh,19.81575016,77.6351846,5,54,0,1,05:05
1625,Mumbai,2024-12-22,21:17,Assault,Colaba,28.8059926,76.85547502,6,55,1,1,01:05
1630,Mumbai,2024-04-21,18:53,Fraud,Andheri,28.09643928,73.42224905,9,58,1,1,09:53
1633,Mumbai,2024-08-06,07:45,Assault,Karol Bagh,23.20601058,76.3746197,4,28,1,1,00:56
1640,Mumbai,2023-03-11,21:57,Fraud,Andheri,19.52764314,72.65774992,2,49,1,0,07:20
1641,Mumbai,2023-11-20,11:46,Harassment,Juhu,28.70253005,74.93936485,9,10,1,1,12:23
1644,Mumbai,2024-09-08,23:40,Fraud,Saket,20.53106583,76.90556728,7,9,1,1,08:41
1648,Mumbai,2023-04-22,14:22,Assault,Dwarka,20.09113983,72.33234438,4,36,0,1,10:02
1650,Mumbai,2024-04-25,21:48,Theft,Dadar,21.36524826,76.1101797,3,24,1,1,13:58
1652,Mumbai,2023-02-22,17:26,Assault,Lajpat Nagar,20.99658758,76.91607689,6,26,1,1,11:49
1653,Mumbai,2024-08-08,11:27,Fraud,Connaught Place,19.15379884,77.46651079,3,36,1,1,10:29
1655,Mumbai,2024-07-26,08:56,Burglary,Dwarka,28.62537984,73.83065514,10,13,0,0,08:35
1657,Mumbai,2024-01-17,11:41,Assault,Saket,21.0701998,77.4888909,10,11,0,1,23:22
1660,Mumbai,2024-11-07,21:10,Theft,Dwarka,29.49780547,72.05685079,7,46,0,1,10:04
1663,Mumbai,2023-11-03,20:09,Burglary,Juhu,23.83393046,76.56868549,1,14,1,1,23:35
1666,Mumbai,2023-04-18,23:10,Burglary,Saket,19.78327389,72.70743787,2,52,1,1,18:54
1667,Mumbai,2024-11-27,18:08,Harassment,Colaba,27.78556108,73.39190991,4,1,0,0,20:03
1670,Mumbai,2024-01-03,02:52,Harassment,Dwarka,19.75183209,76.09337561,9,32,0,1,10:49
1671,Mumbai,2023-01-06,13:56,Burglary,Dwarka,29.50608412,75.182778,10,15,1,1,05:54
1673,Mumbai,2023-05-14,17:02,Harassment,Dadar,28.71016284,73.71158197,7,37,1,0,15:37
1679,Mumbai,2023-12-28,07:43,Harassment,Dwarka,21.02805062,73.7921039,4,14,1,1,05:13
1680,Mumbai,2023-06-17,22:50,Assault,Colaba,23.87383526,72.71546947,8,19,0,1,19:25
1681,Mumbai,2023-05-26,10:31,Theft,Bandra,20.82323917,74.45445621,4,5,1,1,15:16
1682,Mumbai,2024-10-03,03:20,Harassment,Saket,29.80249085,72.17111096,8,35,0,1,21:55
1687,Mumbai,2024-09-10,12:14,Burglary,Juhu,26.28404474,75.53436092,10,58,1,1,07:42
1690,Mumbai,2023-02-02,22:48,Burglary,Saket,22.15933828,77.65897831,8,18,0,1,14:00
1691,Mumbai,2023-10-20,03:14,Fraud,Dwarka,29.3419367,72.59629667,8,2,0,1,01:35
1692,Mumbai,2024-09-18,20:41,Assault,Dwarka,27.38278819,77.12900491,8,52,1,1,08:48
1693,Mumbai,2023-05-07,14:09,Burglary,Dwarka,29.6976593,72.00185839,10,10,1,1,02:21
1696,Mumbai,2023-10-27,00:57,Harassment,Lajpat Nagar,21.14964845,76.54687219,,45,1,0,09:09
1700,Mumbai,2023-05-22,02:44,Assault,Colaba,21.54197814,72.42544753,9,7,0,1,10:14
1702,Mumbai,2023-12-19,12:19,Harassment,Colaba,28.76599926,72.42751611,4,23,1,1,10:04
1706,Mumbai,2023-04-11,00:01,Harassment,Dwarka,24.01309395,76.33820659,8,47,1,0,22:15
1708,Mumbai,2024-12-19,06:11,Assault,Bandra,25.97400844,73.30340085,7,12,1,1,19:18
1709,Mumbai,2023-10-19,21:04,Assault,Lajpat Nagar,23.00568101,76.55454577,7,11,1,0,13:04
